LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
17.75,-89.75,2021,1,1,4.19,5.09,0.55,396.26,81.1,99.16,10.64,0.26,1.38
17.75,-89.25,2021,1,1,4.19,5.09,0.55,396.26,81.1,99.16,10.64,0.26,1.38
17.75,-88.75,2021,1,1,4.76,5.12,0.63,405.97,92.92,100.47,11.73,0.28,1.44
17.75,-88.25,2021,1,1,4.76,5.12,0.63,405.97,92.92,100.47,11.73,0.28,1.44
17.75,-87.75,2021,1,1,5.0,5.13,0.66,403.83,97.99,100.8,12.37,0.29,1.48
17.75,-87.25,2021,1,1,5.0,5.13,0.66,403.83,97.99,100.8,12.37,0.29,1.48
18.25,-96.25,2021,1,1,3.96,4.93,0.54,390.05,75.04,93.5,9.8,0.25,1.33
18.25,-95.75,2021,1,1,3.8,4.88,0.52,395.46,72.7,93.27,9.42,0.23,1.26
18.25,-95.25,2021,1,1,3.8,4.88,0.52,395.46,72.7,93.27,9.42,0.23,1.26
18.25,-94.75,2021,1,1,3.52,4.93,0.48,384.9,67.78,94.17,8.96,0.23,1.21
18.25,-94.25,2021,1,1,3.52,4.93,0.48,384.9,67.78,94.17,8.96,0.23,1.21
18.25,-93.75,2021,1,1,3.12,4.93,0.42,388.84,60.8,94.08,8.22,0.21,1.12
18.25,-93.25,2021,1,1,3.12,4.93,0.42,388.84,60.8,94.08,8.22,0.21,1.12
18.25,-92.75,2021,1,1,3.5,4.83,0.48,395.8,67.73,92.3,8.83,0.22,1.15
18.25,-92.25,2021,1,1,3.5,4.83,0.48,395.8,67.73,92.3,8.83,0.22,1.15
18.25,-91.75,2021,1,1,3.54,4.8,0.48,411.77,68.66,92.55,8.96,0.22,1.15
18.25,-91.25,2021,1,1,3.54,4.8,0.48,411.77,68.66,92.55,8.96,0.22,1.15
18.25,-90.75,2021,1,1,3.68,4.97,0.5,414.62,71.05,96.8,9.48,0.23,1.21
18.25,-90.25,2021,1,1,3.68,4.97,0.5,414.62,71.05,96.8,9.48,0.23,1.21
18.25,-89.75,2021,1,1,3.43,4.97,0.46,402.27,66.1,96.94,9.01,0.22,1.16
18.25,-89.25,2021,1,1,3.43,4.97,0.46,402.27,66.1,96.94,9.01,0.22,1.16
18.25,-88.75,2021,1,1,4.21,4.99,0.57,406.02,81.95,98.16,10.63,0.25,1.31
18.25,-88.25,2021,1,1,4.21,4.99,0.57,406.02,81.95,98.16,10.63,0.25,1.31
18.25,-87.75,2021,1,1,4.61,4.99,0.62,408.1,90.27,97.92,11.37,0.27,1.36
18.25,-87.25,2021,1,1,4.61,4.99,0.62,408.1,90.27,97.92,11.37,0.27,1.36
18.75,-96.25,2021,1,1,3.96,4.93,0.54,390.05,75.04,93.5,9.8,0.25,1.33
18.75,-95.75,2021,1,1,3.8,4.88,0.52,395.46,72.7,93.27,9.42,0.23,1.26
18.75,-95.25,2021,1,1,3.8,4.88,0.52,395.46,72.7,93.27,9.42,0.23,1.26
18.75,-94.75,2021,1,1,3.52,4.93,0.48,384.9,67.78,94.17,8.96,0.23,1.21
18.75,-94.25,2021,1,1,3.52,4.93,0.48,384.9,67.78,94.17,8.96,0.23,1.21
18.75,-93.75,2021,1,1,3.12,4.93,0.42,388.84,60.8,94.08,8.22,0.21,1.12
18.75,-93.25,2021,1,1,3.12,4.93,0.42,388.84,60.8,94.08,8.22,0.21,1.12
18.75,-92.75,2021,1,1,3.5,4.83,0.48,395.8,67.73,92.3,8.83,0.22,1.15
18.75,-92.25,2021,1,1,3.5,4.83,0.48,395.8,67.73,92.3,8.83,0.22,1.15
18.75,-91.75,2021,1,1,3.54,4.8,0.48,411.77,68.66,92.55,8.96,0.22,1.15
18.75,-91.25,2021,1,1,3.54,4.8,0.48,411.77,68.66,92.55,8.96,0.22,1.15
18.75,-90.75,2021,1,1,3.68,4.97,0.5,414.62,71.05,96.8,9.48,0.23,1.21
18.75,-90.25,2021,1,1,3.68,4.97,0.5,414.62,71.05,96.8,9.48,0.23,1.21
18.75,-89.75,2021,1,1,3.43,4.97,0.46,402.27,66.1,96.94,9.01,0.22,1.16
18.75,-89.25,2021,1,1,3.43,4.97,0.46,402.27,66.1,96.94,9.01,0.22,1.16
18.75,-88.75,2021,1,1,4.21,4.99,0.57,406.02,81.95,98.16,10.63,0.25,1.31
18.75,-88.25,2021,1,1,4.21,4.99,0.57,406.02,81.95,98.16,10.63,0.25,1.31
18.75,-87.75,2021,1,1,4.61,4.99,0.62,408.1,90.27,97.92,11.37,0.27,1.36
18.75,-87.25,2021,1,1,4.61,4.99,0.62,408.1,90.27,97.92,11.37,0.27,1.36
19.25,-96.25,2021,1,1,3.65,4.9,0.5,385.85,68.9,92.87,9.14,0.23,1.24
19.25,-95.75,2021,1,1,3.92,4.84,0.54,392.81,75.73,93.0,10.02,0.25,1.34
19.25,-95.25,2021,1,1,3.92,4.84,0.54,392.81,75.73,93.0,10.02,0.25,1.34
19.25,-94.75,2021,1,1,3.91,4.87,0.54,388.9,75.74,93.77,9.95,0.24,1.3
19.25,-94.25,2021,1,1,3.91,4.87,0.54,388.9,75.74,93.77,9.95,0.24,1.3
19.25,-93.75,2021,1,1,3.83,4.91,0.53,381.24,73.68,93.75,9.72,0.23,1.24
19.25,-93.25,2021,1,1,3.83,4.91,0.53,381.24,73.68,93.75,9.72,0.23,1.24
19.25,-92.75,2021,1,1,3.68,4.82,0.51,390.33,71.55,92.66,9.51,0.23,1.2
19.25,-92.25,2021,1,1,3.68,4.82,0.51,390.33,71.55,92.66,9.51,0.23,1.2
19.25,-91.75,2021,1,1,3.57,4.77,0.49,403.98,70.49,92.89,9.42,0.22,1.16
19.25,-91.25,2021,1,1,3.57,4.77,0.49,403.98,70.49,92.89,9.42,0.22,1.16
19.25,-90.75,2021,1,1,3.48,4.78,0.48,413.9,67.44,92.62,8.84,0.2,1.06
19.25,-90.25,2021,1,1,3.48,4.78,0.48,413.9,67.44,92.62,8.84,0.2,1.06
19.25,-89.75,2021,1,1,3.53,4.76,0.48,405.76,68.0,92.62,8.95,0.21,1.09
19.25,-89.25,2021,1,1,3.53,4.76,0.48,405.76,68.0,92.62,8.95,0.21,1.09
19.25,-88.75,2021,1,1,3.98,4.85,0.55,404.2,77.12,95.14,9.99,0.23,1.2
19.25,-88.25,2021,1,1,3.98,4.85,0.55,404.2,77.12,95.14,9.99,0.23,1.2
19.25,-87.75,2021,1,1,4.1,4.86,0.56,409.05,81.2,95.74,10.64,0.24,1.26
19.25,-87.25,2021,1,1,4.1,4.86,0.56,409.05,81.2,95.74,10.64,0.24,1.26
19.75,-96.25,2021,1,1,3.65,4.9,0.5,385.85,68.9,92.87,9.14,0.23,1.24
19.75,-95.75,2021,1,1,3.92,4.84,0.54,392.81,75.73,93.0,10.02,0.25,1.34
19.75,-95.25,2021,1,1,3.92,4.84,0.54,392.81,75.73,93.0,10.02,0.25,1.34
19.75,-94.75,2021,1,1,3.91,4.87,0.54,388.9,75.74,93.77,9.95,0.24,1.3
19.75,-94.25,2021,1,1,3.91,4.87,0.54,388.9,75.74,93.77,9.95,0.24,1.3
19.75,-93.75,2021,1,1,3.83,4.91,0.53,381.24,73.68,93.75,9.72,0.23,1.24
19.75,-93.25,2021,1,1,3.83,4.91,0.53,381.24,73.68,93.75,9.72,0.23,1.24
19.75,-92.75,2021,1,1,3.68,4.82,0.51,390.33,71.55,92.66,9.51,0.23,1.2
19.75,-92.25,2021,1,1,3.68,4.82,0.51,390.33,71.55,92.66,9.51,0.23,1.2
19.75,-91.75,2021,1,1,3.57,4.77,0.49,403.98,70.49,92.89,9.42,0.22,1.16
19.75,-91.25,2021,1,1,3.57,4.77,0.49,403.98,70.49,92.89,9.42,0.22,1.16
19.75,-90.75,2021,1,1,3.48,4.78,0.48,413.9,67.44,92.62,8.84,0.2,1.06
19.75,-90.25,2021,1,1,3.48,4.78,0.48,413.9,67.44,92.62,8.84,0.2,1.06
19.75,-89.75,2021,1,1,3.53,4.76,0.48,405.76,68.0,92.62,8.95,0.21,1.09
19.75,-89.25,2021,1,1,3.53,4.76,0.48,405.76,68.0,92.62,8.95,0.21,1.09
19.75,-88.75,2021,1,1,3.98,4.85,0.55,404.2,77.12,95.14,9.99,0.23,1.2
19.75,-88.25,2021,1,1,3.98,4.85,0.55,404.2,77.12,95.14,9.99,0.23,1.2
19.75,-87.75,2021,1,1,4.1,4.86,0.56,409.05,81.2,95.74,10.64,0.24,1.26
19.75,-87.25,2021,1,1,4.1,4.86,0.56,409.05,81.2,95.74,10.64,0.24,1.26
20.25,-96.25,2021,1,1,2.4,4.72,0.34,417.0,46.41,90.35,6.55,0.16,0.88
20.25,-95.75,2021,1,1,3.69,4.71,0.52,400.16,71.61,90.62,9.48,0.23,1.24
20.25,-95.25,2021,1,1,3.69,4.71,0.52,400.16,71.61,90.62,9.48,0.23,1.24
20.25,-94.75,2021,1,1,3.86,4.76,0.55,393.39,74.55,91.4,9.77,0.23,1.26
20.25,-94.25,2021,1,1,3.86,4.76,0.55,393.39,74.55,91.4,9.77,0.23,1.26
20.25,-93.75,2021,1,1,4.21,4.8,0.59,381.61,80.37,91.4,10.3,0.24,1.27
20.25,-93.25,2021,1,1,4.21,4.8,0.59,381.61,80.37,91.4,10.3,0.24,1.27
20.25,-92.75,2021,1,1,3.82,4.69,0.54,391.81,73.88,90.32,9.6,0.23,1.2
20.25,-92.25,2021,1,1,3.82,4.69,0.54,391.81,73.88,90.32,9.6,0.23,1.2
20.25,-91.75,2021,1,1,3.82,4.66,0.54,401.52,74.64,90.39,9.72,0.23,1.16
20.25,-91.25,2021,1,1,3.82,4.66,0.54,401.52,74.64,90.39,9.72,0.23,1.16
20.25,-90.75,2021,1,1,3.47,4.69,0.49,411.44,68.82,91.26,9.25,0.22,1.12
20.25,-90.25,2021,1,1,3.47,4.69,0.49,411.44,68.82,91.26,9.25,0.22,1.12
20.25,-89.75,2021,1,1,3.68,4.7,0.52,410.43,73.63,92.45,10.37,0.24,1.25
20.25,-89.25,2021,1,1,3.68,4.7,0.52,410.43,73.63,92.45,10.37,0.24,1.25
20.25,-88.75,2021,1,1,4.19,4.81,0.59,405.36,84.23,95.57,11.76,0.27,1.38
20.25,-88.25,2021,1,1,4.19,4.81,0.59,405.36,84.23,95.57,11.76,0.27,1.38
20.25,-87.75,2021,1,1,4.02,4.76,0.57,407.38,79.01,93.61,10.2,0.23,1.16
20.25,-87.25,2021,1,1,4.02,4.76,0.57,407.38,79.01,93.61,10.2,0.23,1.16
20.75,-96.25,2021,1,1,2.4,4.72,0.34,417.0,46.41,90.35,6.55,0.16,0.88
20.75,-95.75,2021,1,1,3.69,4.71,0.52,400.16,71.61,90.62,9.48,0.23,1.24
20.75,-95.25,2021,1,1,3.69,4.71,0.52,400.16,71.61,90.62,9.48,0.23,1.24
20.75,-94.75,2021,1,1,3.86,4.76,0.55,393.39,74.55,91.4,9.77,0.23,1.26
20.75,-94.25,2021,1,1,3.86,4.76,0.55,393.39,74.55,91.4,9.77,0.23,1.26
20.75,-93.75,2021,1,1,4.21,4.8,0.59,381.61,80.37,91.4,10.3,0.24,1.27
20.75,-93.25,2021,1,1,4.21,4.8,0.59,381.61,80.37,91.4,10.3,0.24,1.27
20.75,-92.75,2021,1,1,3.82,4.69,0.54,391.81,73.88,90.32,9.6,0.23,1.2
20.75,-92.25,2021,1,1,3.82,4.69,0.54,391.81,73.88,90.32,9.6,0.23,1.2
20.75,-91.75,2021,1,1,3.82,4.66,0.54,401.52,74.64,90.39,9.72,0.23,1.16
20.75,-91.25,2021,1,1,3.82,4.66,0.54,401.52,74.64,90.39,9.72,0.23,1.16
20.75,-90.75,2021,1,1,3.47,4.69,0.49,411.44,68.82,91.26,9.25,0.22,1.12
20.75,-90.25,2021,1,1,3.47,4.69,0.49,411.44,68.82,91.26,9.25,0.22,1.12
20.75,-89.75,2021,1,1,3.68,4.7,0.52,410.43,73.63,92.45,10.37,0.24,1.25
20.75,-89.25,2021,1,1,3.68,4.7,0.52,410.43,73.63,92.45,10.37,0.24,1.25
20.75,-88.75,2021,1,1,4.19,4.81,0.59,405.36,84.23,95.57,11.76,0.27,1.38
20.75,-88.25,2021,1,1,4.19,4.81,0.59,405.36,84.23,95.57,11.76,0.27,1.38
20.75,-87.75,2021,1,1,4.02,4.76,0.57,407.38,79.01,93.61,10.2,0.23,1.16
20.75,-87.25,2021,1,1,4.02,4.76,0.57,407.38,79.01,93.61,10.2,0.23,1.16
21.25,-96.25,2021,1,1,2.89,4.52,0.41,405.89,56.24,85.62,7.68,0.18,0.95
21.25,-95.75,2021,1,1,3.08,4.48,0.45,406.82,59.81,85.53,8.09,0.2,1.01
21.25,-95.25,2021,1,1,3.08,4.48,0.45,406.82,59.81,85.53,8.09,0.2,1.01
21.25,-94.75,2021,1,1,3.07,4.6,0.45,409.91,60.21,88.74,8.27,0.2,1.06
21.25,-94.25,2021,1,1,3.07,4.6,0.45,409.91,60.21,88.74,8.27,0.2,1.06
21.25,-93.75,2021,1,1,3.42,4.62,0.49,401.66,66.47,88.74,8.91,0.21,1.12
21.25,-93.25,2021,1,1,3.42,4.62,0.49,401.66,66.47,88.74,8.91,0.21,1.12
21.25,-92.75,2021,1,1,3.24,4.56,0.47,402.12,63.23,87.98,8.48,0.2,1.05
21.25,-92.25,2021,1,1,3.24,4.56,0.47,402.12,63.23,87.98,8.48,0.2,1.05
21.25,-91.75,2021,1,1,3.56,4.55,0.52,399.95,69.36,88.01,9.03,0.2,1.07
21.25,-91.25,2021,1,1,3.56,4.55,0.52,399.95,69.36,88.01,9.03,0.2,1.07
21.25,-90.75,2021,1,1,3.85,4.54,0.55,400.09,74.88,87.99,9.68,0.22,1.12
21.25,-90.25,2021,1,1,3.85,4.54,0.55,400.09,74.88,87.99,9.68,0.22,1.12
21.25,-89.75,2021,1,1,3.35,4.51,0.48,409.62,66.28,88.08,8.83,0.2,1.04
21.25,-89.25,2021,1,1,3.35,4.51,0.48,409.62,66.28,88.08,8.83,0.2,1.04
21.25,-88.75,2021,1,1,3.74,4.59,0.54,410.88,74.27,90.38,9.75,0.22,1.12
21.25,-88.25,2021,1,1,3.74,4.59,0.54,410.88,74.27,90.38,9.75,0.22,1.12
21.25,-87.75,2021,1,1,3.89,4.58,0.56,412.59,75.98,89.62,9.77,0.22,1.12
21.25,-87.25,2021,1,1,3.89,4.58,0.56,412.59,75.98,89.62,9.77,0.22,1.12
21.75,-96.25,2021,1,1,2.89,4.52,0.41,405.89,56.24,85.62,7.68,0.18,0.95
21.75,-95.75,2021,1,1,3.08,4.48,0.45,406.82,59.81,85.53,8.09,0.2,1.01
21.75,-95.25,2021,1,1,3.08,4.48,0.45,406.82,59.81,85.53,8.09,0.2,1.01
21.75,-94.75,2021,1,1,3.07,4.6,0.45,409.91,60.21,88.74,8.27,0.2,1.06
21.75,-94.25,2021,1,1,3.07,4.6,0.45,409.91,60.21,88.74,8.27,0.2,1.06
21.75,-93.75,2021,1,1,3.42,4.62,0.49,401.66,66.47,88.74,8.91,0.21,1.12
21.75,-93.25,2021,1,1,3.42,4.62,0.49,401.66,66.47,88.74,8.91,0.21,1.12
21.75,-92.75,2021,1,1,3.24,4.56,0.47,402.12,63.23,87.98,8.48,0.2,1.05
21.75,-92.25,2021,1,1,3.24,4.56,0.47,402.12,63.23,87.98,8.48,0.2,1.05
21.75,-91.75,2021,1,1,3.56,4.55,0.52,399.95,69.36,88.01,9.03,0.2,1.07
21.75,-91.25,2021,1,1,3.56,4.55,0.52,399.95,69.36,88.01,9.03,0.2,1.07
21.75,-90.75,2021,1,1,3.85,4.54,0.55,400.09,74.88,87.99,9.68,0.22,1.12
21.75,-90.25,2021,1,1,3.85,4.54,0.55,400.09,74.88,87.99,9.68,0.22,1.12
21.75,-89.75,2021,1,1,3.35,4.51,0.48,409.62,66.28,88.08,8.83,0.2,1.04
21.75,-89.25,2021,1,1,3.35,4.51,0.48,409.62,66.28,88.08,8.83,0.2,1.04
21.75,-88.75,2021,1,1,3.74,4.59,0.54,410.88,74.27,90.38,9.75,0.22,1.12
21.75,-88.25,2021,1,1,3.74,4.59,0.54,410.88,74.27,90.38,9.75,0.22,1.12
21.75,-87.75,2021,1,1,3.89,4.58,0.56,412.59,75.98,89.62,9.77,0.22,1.12
21.75,-87.25,2021,1,1,3.89,4.58,0.56,412.59,75.98,89.62,9.77,0.22,1.12
15.75,-96.25,2021,1,2,4.37,5.08,0.55,406.97,84.83,98.34,10.82,0.29,1.52
15.75,-95.75,2021,1,2,4.43,5.05,0.56,413.65,86.19,98.2,10.98,0.29,1.52
15.75,-95.25,2021,1,2,4.43,5.05,0.56,413.65,86.19,98.2,10.98,0.29,1.52
15.75,-94.75,2021,1,2,4.69,5.11,0.59,412.31,91.69,99.66,11.66,0.3,1.59
15.75,-94.25,2021,1,2,4.69,5.11,0.59,412.31,91.69,99.66,11.66,0.3,1.59
15.75,-93.75,2021,1,2,4.83,5.11,0.62,411.64,93.12,98.63,11.71,0.3,1.58
15.75,-93.25,2021,1,2,4.83,5.11,0.62,411.64,93.12,98.63,11.71,0.3,1.58
15.75,-92.75,2021,1,2,3.99,5.47,0.51,365.91,76.46,103.82,10.15,0.27,1.44
15.75,-92.25,2021,1,2,3.99,5.47,0.51,365.91,76.46,103.82,10.15,0.27,1.44
15.75,-91.75,2021,1,2,4.37,5.67,0.55,339.32,80.78,105.13,10.82,0.29,1.53
15.75,-91.25,2021,1,2,4.37,5.67,0.55,339.32,80.78,105.13,10.82,0.29,1.53
15.75,-90.75,2021,1,2,3.37,5.58,0.43,396.15,64.66,106.79,8.91,0.24,1.28
15.75,-90.25,2021,1,2,3.37,5.58,0.43,396.15,64.66,106.79,8.91,0.24,1.28
15.75,-89.75,2021,1,2,3.68,5.5,0.47,401.2,71.12,106.12,9.53,0.25,1.34
15.75,-89.25,2021,1,2,3.68,5.5,0.47,401.2,71.12,106.12,9.53,0.25,1.34
