LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
19.75,-98.25,2021,1,1,5.54,5.52,0.77,240.61,96.55,96.48,12.62,0.33,1.68
19.75,-97.75,2021,1,1,4.84,5.5,0.66,286.66,86.15,98.56,11.36,0.29,1.52
19.75,-97.25,2021,1,1,4.84,5.5,0.66,286.66,86.15,98.56,11.36,0.29,1.52
20.25,-106.75,2021,1,1,5.05,5.28,0.71,331.24,93.93,98.4,11.81,0.27,1.41
20.25,-106.25,2021,1,1,5.05,5.28,0.71,331.24,93.93,98.4,11.81,0.27,1.41
20.25,-105.75,2021,1,1,4.56,5.35,0.64,322.47,83.66,98.4,10.92,0.26,1.36
20.25,-105.25,2021,1,1,4.56,5.35,0.64,322.47,83.66,98.4,10.92,0.26,1.36
20.25,-104.75,2021,1,1,4.54,5.56,0.64,266.78,80.98,99.65,10.92,0.27,1.44
20.25,-104.25,2021,1,1,4.54,5.56,0.64,266.78,80.98,99.65,10.92,0.27,1.44
20.25,-103.75,2021,1,1,5.07,5.53,0.72,274.96,90.6,99.24,11.91,0.29,1.51
20.25,-103.25,2021,1,1,5.07,5.53,0.72,274.96,90.6,99.24,11.91,0.29,1.51
20.25,-102.75,2021,1,1,5.5,5.54,0.77,271.38,98.55,99.7,12.72,0.3,1.55
20.25,-102.25,2021,1,1,5.5,5.54,0.77,271.38,98.55,99.7,12.72,0.3,1.55
20.25,-101.75,2021,1,1,5.53,5.49,0.78,267.49,98.98,98.73,12.71,0.3,1.53
20.25,-101.25,2021,1,1,5.53,5.49,0.78,267.49,98.98,98.73,12.71,0.3,1.53
20.25,-100.75,2021,1,1,5.58,5.55,0.79,259.73,99.09,98.78,12.77,0.3,1.55
20.25,-100.25,2021,1,1,5.58,5.55,0.79,259.73,99.09,98.78,12.77,0.3,1.55
20.25,-99.75,2021,1,1,5.39,5.37,0.76,262.7,93.38,93.49,11.99,0.29,1.47
20.25,-99.25,2021,1,1,5.39,5.37,0.76,262.7,93.38,93.49,11.99,0.29,1.47
20.25,-98.75,2021,1,1,3.64,5.15,0.52,332.62,65.78,93.03,8.73,0.22,1.12
20.25,-98.25,2021,1,1,3.64,5.15,0.52,332.62,65.78,93.03,8.73,0.22,1.12
20.25,-97.75,2021,1,1,1.65,4.93,0.23,405.69,32.5,93.81,4.82,0.12,0.66
20.25,-97.25,2021,1,1,1.65,4.93,0.23,405.69,32.5,93.81,4.82,0.12,0.66
20.75,-106.75,2021,1,1,5.05,5.28,0.71,331.24,93.93,98.4,11.81,0.27,1.41
20.75,-106.25,2021,1,1,5.05,5.28,0.71,331.24,93.93,98.4,11.81,0.27,1.41
20.75,-105.75,2021,1,1,4.56,5.35,0.64,322.47,83.66,98.4,10.92,0.26,1.36
20.75,-105.25,2021,1,1,4.56,5.35,0.64,322.47,83.66,98.4,10.92,0.26,1.36
20.75,-104.75,2021,1,1,4.54,5.56,0.64,266.78,80.98,99.65,10.92,0.27,1.44
20.75,-104.25,2021,1,1,4.54,5.56,0.64,266.78,80.98,99.65,10.92,0.27,1.44
20.75,-103.75,2021,1,1,5.07,5.53,0.72,274.96,90.6,99.24,11.91,0.29,1.51
20.75,-103.25,2021,1,1,5.07,5.53,0.72,274.96,90.6,99.24,11.91,0.29,1.51
20.75,-102.75,2021,1,1,5.5,5.54,0.77,271.38,98.55,99.7,12.72,0.3,1.55
20.75,-102.25,2021,1,1,5.5,5.54,0.77,271.38,98.55,99.7,12.72,0.3,1.55
20.75,-101.75,2021,1,1,5.53,5.49,0.78,267.49,98.98,98.73,12.71,0.3,1.53
20.75,-101.25,2021,1,1,5.53,5.49,0.78,267.49,98.98,98.73,12.71,0.3,1.53
20.75,-100.75,2021,1,1,5.58,5.55,0.79,259.73,99.09,98.78,12.77,0.3,1.55
20.75,-100.25,2021,1,1,5.58,5.55,0.79,259.73,99.09,98.78,12.77,0.3,1.55
20.75,-99.75,2021,1,1,5.39,5.37,0.76,262.7,93.38,93.49,11.99,0.29,1.47
20.75,-99.25,2021,1,1,5.39,5.37,0.76,262.7,93.38,93.49,11.99,0.29,1.47
20.75,-98.75,2021,1,1,3.64,5.15,0.52,332.62,65.78,93.03,8.73,0.22,1.12
20.75,-98.25,2021,1,1,3.64,5.15,0.52,332.62,65.78,93.03,8.73,0.22,1.12
20.75,-97.75,2021,1,1,1.65,4.93,0.23,405.69,32.5,93.81,4.82,0.12,0.66
20.75,-97.25,2021,1,1,1.65,4.93,0.23,405.69,32.5,93.81,4.82,0.12,0.66
21.25,-106.75,2021,1,1,5.1,5.17,0.73,320.3,94.34,95.86,11.62,0.26,1.28
21.25,-106.25,2021,1,1,5.1,5.17,0.73,320.3,94.34,95.86,11.62,0.26,1.28
21.25,-105.75,2021,1,1,5.08,5.22,0.73,324.42,93.48,96.3,11.62,0.25,1.27
21.25,-105.25,2021,1,1,5.08,5.22,0.73,324.42,93.48,96.3,11.62,0.25,1.27
21.25,-104.75,2021,1,1,4.9,5.4,0.7,268.92,87.83,97.23,11.36,0.26,1.3
21.25,-104.25,2021,1,1,4.9,5.4,0.7,268.92,87.83,97.23,11.36,0.26,1.3
21.25,-103.75,2021,1,1,4.47,5.44,0.64,263.66,79.23,97.45,10.7,0.25,1.29
21.25,-103.25,2021,1,1,4.47,5.44,0.64,263.66,79.23,97.45,10.7,0.25,1.29
21.25,-102.75,2021,1,1,4.69,5.46,0.68,266.3,83.16,97.84,11.2,0.26,1.35
21.25,-102.25,2021,1,1,4.69,5.46,0.68,266.3,83.16,97.84,11.2,0.26,1.35
21.25,-101.75,2021,1,1,5.22,5.44,0.75,254.68,92.43,96.73,12.12,0.28,1.41
21.25,-101.25,2021,1,1,5.22,5.44,0.75,254.68,92.43,96.73,12.12,0.28,1.41
21.25,-100.75,2021,1,1,5.36,5.39,0.77,269.04,95.49,96.31,12.27,0.28,1.39
21.25,-100.25,2021,1,1,5.36,5.39,0.77,269.04,95.49,96.31,12.27,0.28,1.39
21.25,-99.75,2021,1,1,3.65,5.12,0.52,351.71,66.24,92.99,8.77,0.2,1.02
21.25,-99.25,2021,1,1,3.65,5.12,0.52,351.71,66.24,92.99,8.77,0.2,1.02
21.25,-98.75,2021,1,1,1.36,4.87,0.2,415.63,27.16,92.23,4.09,0.1,0.52
21.25,-98.25,2021,1,1,1.36,4.87,0.2,415.63,27.16,92.23,4.09,0.1,0.52
21.25,-97.75,2021,1,1,1.41,4.63,0.2,410.94,28.14,87.16,4.15,0.1,0.52
21.25,-97.25,2021,1,1,1.41,4.63,0.2,410.94,28.14,87.16,4.15,0.1,0.52
21.75,-106.75,2021,1,1,5.1,5.17,0.73,320.3,94.34,95.86,11.62,0.26,1.28
21.75,-106.25,2021,1,1,5.1,5.17,0.73,320.3,94.34,95.86,11.62,0.26,1.28
21.75,-105.75,2021,1,1,5.08,5.22,0.73,324.42,93.48,96.3,11.62,0.25,1.27
21.75,-105.25,2021,1,1,5.08,5.22,0.73,324.42,93.48,96.3,11.62,0.25,1.27
21.75,-104.75,2021,1,1,4.9,5.4,0.7,268.92,87.83,97.23,11.36,0.26,1.3
21.75,-104.25,2021,1,1,4.9,5.4,0.7,268.92,87.83,97.23,11.36,0.26,1.3
21.75,-103.75,2021,1,1,4.47,5.44,0.64,263.66,79.23,97.45,10.7,0.25,1.29
21.75,-103.25,2021,1,1,4.47,5.44,0.64,263.66,79.23,97.45,10.7,0.25,1.29
21.75,-102.75,2021,1,1,4.69,5.46,0.68,266.3,83.16,97.84,11.2,0.26,1.35
21.75,-102.25,2021,1,1,4.69,5.46,0.68,266.3,83.16,97.84,11.2,0.26,1.35
21.75,-101.75,2021,1,1,5.22,5.44,0.75,254.68,92.43,96.73,12.12,0.28,1.41
21.75,-101.25,2021,1,1,5.22,5.44,0.75,254.68,92.43,96.73,12.12,0.28,1.41
21.75,-100.75,2021,1,1,5.36,5.39,0.77,269.04,95.49,96.31,12.27,0.28,1.39
21.75,-100.25,2021,1,1,5.36,5.39,0.77,269.04,95.49,96.31,12.27,0.28,1.39
21.75,-99.75,2021,1,1,3.65,5.12,0.52,351.71,66.24,92.99,8.77,0.2,1.02
21.75,-99.25,2021,1,1,3.65,5.12,0.52,351.71,66.24,92.99,8.77,0.2,1.02
21.75,-98.75,2021,1,1,1.36,4.87,0.2,415.63,27.16,92.23,4.09,0.1,0.52
21.75,-98.25,2021,1,1,1.36,4.87,0.2,415.63,27.16,92.23,4.09,0.1,0.52
21.75,-97.75,2021,1,1,1.41,4.63,0.2,410.94,28.14,87.16,4.15,0.1,0.52
21.75,-97.25,2021,1,1,1.41,4.63,0.2,410.94,28.14,87.16,4.15,0.1,0.52
22.25,-106.75,2021,1,1,5.07,5.04,0.75,317.04,93.77,93.64,11.51,0.23,1.18
22.25,-106.25,2021,1,1,5.07,5.04,0.75,317.04,93.77,93.64,11.51,0.23,1.18
22.25,-105.75,2021,1,1,5.19,5.15,0.77,294.25,94.1,93.88,11.49,0.23,1.18
22.25,-105.25,2021,1,1,5.19,5.15,0.77,294.25,94.1,93.88,11.49,0.23,1.18
22.25,-104.75,2021,1,1,5.37,5.35,0.79,241.37,95.27,95.41,12.04,0.26,1.28
22.25,-104.25,2021,1,1,5.37,5.35,0.79,241.37,95.27,95.41,12.04,0.26,1.28
22.25,-103.75,2021,1,1,5.01,5.38,0.74,240.13,88.2,95.38,11.5,0.26,1.29
22.25,-103.25,2021,1,1,5.01,5.38,0.74,240.13,88.2,95.38,11.5,0.26,1.29
22.25,-102.75,2021,1,1,4.51,5.39,0.66,247.58,78.63,95.6,10.59,0.24,1.24
22.25,-102.25,2021,1,1,4.51,5.39,0.66,247.58,78.63,95.6,10.59,0.24,1.24
22.25,-101.75,2021,1,1,4.14,5.32,0.61,264.05,72.45,94.13,9.99,0.23,1.21
22.25,-101.25,2021,1,1,4.14,5.32,0.61,264.05,72.45,94.13,9.99,0.23,1.21
22.25,-100.75,2021,1,1,4.67,5.22,0.69,296.12,83.27,93.45,10.92,0.24,1.24
22.25,-100.25,2021,1,1,4.67,5.22,0.69,296.12,83.27,93.45,10.92,0.24,1.24
22.25,-99.75,2021,1,1,2.91,4.89,0.43,353.96,53.63,90.34,7.26,0.16,0.83
22.25,-99.25,2021,1,1,2.91,4.89,0.43,353.96,53.63,90.34,7.26,0.16,0.83
22.25,-98.75,2021,1,1,2.03,4.76,0.3,396.84,38.54,89.45,5.66,0.12,0.66
22.25,-98.25,2021,1,1,2.03,4.76,0.3,396.84,38.54,89.45,5.66,0.12,0.66
22.25,-97.75,2021,1,1,2.2,4.52,0.33,401.86,43.03,84.76,6.16,0.14,0.7
22.25,-97.25,2021,1,1,2.2,4.52,0.33,401.86,43.03,84.76,6.16,0.14,0.7
22.75,-106.75,2021,1,1,5.07,5.04,0.75,317.04,93.77,93.64,11.51,0.23,1.18
22.75,-106.25,2021,1,1,5.07,5.04,0.75,317.04,93.77,93.64,11.51,0.23,1.18
22.75,-105.75,2021,1,1,5.19,5.15,0.77,294.25,94.1,93.88,11.49,0.23,1.18
22.75,-105.25,2021,1,1,5.19,5.15,0.77,294.25,94.1,93.88,11.49,0.23,1.18
22.75,-104.75,2021,1,1,5.37,5.35,0.79,241.37,95.27,95.41,12.04,0.26,1.28
22.75,-104.25,2021,1,1,5.37,5.35,0.79,241.37,95.27,95.41,12.04,0.26,1.28
22.75,-103.75,2021,1,1,5.01,5.38,0.74,240.13,88.2,95.38,11.5,0.26,1.29
22.75,-103.25,2021,1,1,5.01,5.38,0.74,240.13,88.2,95.38,11.5,0.26,1.29
22.75,-102.75,2021,1,1,4.51,5.39,0.66,247.58,78.63,95.6,10.59,0.24,1.24
22.75,-102.25,2021,1,1,4.51,5.39,0.66,247.58,78.63,95.6,10.59,0.24,1.24
22.75,-101.75,2021,1,1,4.14,5.32,0.61,264.05,72.45,94.13,9.99,0.23,1.21
22.75,-101.25,2021,1,1,4.14,5.32,0.61,264.05,72.45,94.13,9.99,0.23,1.21
22.75,-100.75,2021,1,1,4.67,5.22,0.69,296.12,83.27,93.45,10.92,0.24,1.24
22.75,-100.25,2021,1,1,4.67,5.22,0.69,296.12,83.27,93.45,10.92,0.24,1.24
22.75,-99.75,2021,1,1,2.91,4.89,0.43,353.96,53.63,90.34,7.26,0.16,0.83
22.75,-99.25,2021,1,1,2.91,4.89,0.43,353.96,53.63,90.34,7.26,0.16,0.83
22.75,-98.75,2021,1,1,2.03,4.76,0.3,396.84,38.54,89.45,5.66,0.12,0.66
22.75,-98.25,2021,1,1,2.03,4.76,0.3,396.84,38.54,89.45,5.66,0.12,0.66
22.75,-97.75,2021,1,1,2.2,4.52,0.33,401.86,43.03,84.76,6.16,0.14,0.7
22.75,-97.25,2021,1,1,2.2,4.52,0.33,401.86,43.03,84.76,6.16,0.14,0.7
23.25,-106.75,2021,1,1,4.96,4.97,0.75,300.01,90.34,90.82,11.01,0.23,1.11
23.25,-106.25,2021,1,1,4.96,4.97,0.75,300.01,90.34,90.82,11.01,0.23,1.11
23.25,-105.75,2021,1,1,5.28,5.25,0.8,237.96,93.21,93.03,11.78,0.25,1.23
23.25,-105.25,2021,1,1,5.28,5.25,0.8,237.96,93.21,93.03,11.78,0.25,1.23
23.25,-104.75,2021,1,1,5.33,5.29,0.8,216.8,93.8,93.59,12.0,0.26,1.27
23.25,-104.25,2021,1,1,5.33,5.29,0.8,216.8,93.8,93.59,12.0,0.26,1.27
23.25,-103.75,2021,1,1,5.24,5.32,0.79,223.18,91.76,93.7,11.85,0.26,1.3
23.25,-103.25,2021,1,1,5.24,5.32,0.79,223.18,91.76,93.7,11.85,0.26,1.3
23.25,-102.75,2021,1,1,4.6,5.29,0.7,246.99,80.38,93.43,10.7,0.24,1.23
23.25,-102.25,2021,1,1,4.6,5.29,0.7,246.99,80.38,93.43,10.7,0.24,1.23
23.25,-101.75,2021,1,1,4.0,5.22,0.6,256.3,69.72,91.98,9.5,0.22,1.12
23.25,-101.25,2021,1,1,4.0,5.22,0.6,256.3,69.72,91.98,9.5,0.22,1.12
23.25,-100.75,2021,1,1,3.94,5.15,0.59,276.36,69.57,91.53,9.46,0.21,1.11
23.25,-100.25,2021,1,1,3.94,5.15,0.59,276.36,69.57,91.53,9.46,0.21,1.11
23.25,-99.75,2021,1,1,3.61,4.9,0.55,299.1,64.55,88.17,8.63,0.19,0.98
23.25,-99.25,2021,1,1,3.61,4.9,0.55,299.1,64.55,88.17,8.63,0.19,0.98
23.25,-98.75,2021,1,1,2.48,4.7,0.38,373.1,46.11,86.95,6.48,0.14,0.73
23.25,-98.25,2021,1,1,2.48,4.7,0.38,373.1,46.11,86.95,6.48,0.14,0.73
23.25,-97.75,2021,1,1,2.3,4.37,0.35,378.65,43.84,80.38,6.07,0.13,0.67
23.25,-97.25,2021,1,1,2.3,4.37,0.35,378.65,43.84,80.38,6.07,0.13,0.67
23.75,-106.75,2021,1,1,4.96,4.97,0.75,300.01,90.34,90.82,11.01,0.23,1.11
23.75,-106.25,2021,1,1,4.96,4.97,0.75,300.01,90.34,90.82,11.01,0.23,1.11
23.75,-105.75,2021,1,1,5.28,5.25,0.8,237.96,93.21,93.03,11.78,0.25,1.23
23.75,-105.25,2021,1,1,5.28,5.25,0.8,237.96,93.21,93.03,11.78,0.25,1.23
23.75,-104.75,2021,1,1,5.33,5.29,0.8,216.8,93.8,93.59,12.0,0.26,1.27
23.75,-104.25,2021,1,1,5.33,5.29,0.8,216.8,93.8,93.59,12.0,0.26,1.27
23.75,-103.75,2021,1,1,5.24,5.32,0.79,223.18,91.76,93.7,11.85,0.26,1.3
23.75,-103.25,2021,1,1,5.24,5.32,0.79,223.18,91.76,93.7,11.85,0.26,1.3
23.75,-102.75,2021,1,1,4.6,5.29,0.7,246.99,80.38,93.43,10.7,0.24,1.23
23.75,-102.25,2021,1,1,4.6,5.29,0.7,246.99,80.38,93.43,10.7,0.24,1.23
23.75,-101.75,2021,1,1,4.0,5.22,0.6,256.3,69.72,91.98,9.5,0.22,1.12
23.75,-101.25,2021,1,1,4.0,5.22,0.6,256.3,69.72,91.98,9.5,0.22,1.12
23.75,-100.75,2021,1,1,3.94,5.15,0.59,276.36,69.57,91.53,9.46,0.21,1.11
23.75,-100.25,2021,1,1,3.94,5.15,0.59,276.36,69.57,91.53,9.46,0.21,1.11
23.75,-99.75,2021,1,1,3.61,4.9,0.55,299.1,64.55,88.17,8.63,0.19,0.98
23.75,-99.25,2021,1,1,3.61,4.9,0.55,299.1,64.55,88.17,8.63,0.19,0.98
23.75,-98.75,2021,1,1,2.48,4.7,0.38,373.1,46.11,86.95,6.48,0.14,0.73
23.75,-98.25,2021,1,1,2.48,4.7,0.38,373.1,46.11,86.95,6.48,0.14,0.73
23.75,-97.75,2021,1,1,2.3,4.37,0.35,378.65,43.84,80.38,6.07,0.13,0.67
23.75,-97.25,2021,1,1,2.3,4.37,0.35,378.65,43.84,80.38,6.07,0.13,0.67
24.25,-106.75,2021,1,1,5.06,5.0,0.78,245.82,89.79,89.32,11.09,0.22,1.08
24.25,-106.25,2021,1,1,5.06,5.0,0.78,245.82,89.79,89.32,11.09,0.22,1.08
24.25,-105.75,2021,1,1,5.22,5.18,0.81,211.27,91.34,91.17,11.7,0.24,1.19
24.25,-105.25,2021,1,1,5.22,5.18,0.81,211.27,91.34,91.17,11.7,0.24,1.19
24.25,-104.75,2021,1,1,5.18,5.15,0.8,225.51,91.46,91.34,11.7,0.24,1.19
24.25,-104.25,2021,1,1,5.18,5.15,0.8,225.51,91.46,91.34,11.7,0.24,1.19
24.25,-103.75,2021,1,1,5.15,5.14,0.8,232.98,90.8,91.06,11.57,0.24,1.2
24.25,-103.25,2021,1,1,5.15,5.14,0.8,232.98,90.8,91.06,11.57,0.24,1.2
24.25,-102.75,2021,1,1,4.98,5.12,0.77,248.01,87.47,90.66,11.16,0.23,1.18
24.25,-102.25,2021,1,1,4.98,5.12,0.77,248.01,87.47,90.66,11.16,0.23,1.18
24.25,-101.75,2021,1,1,4.43,5.07,0.69,246.32,77.15,89.29,10.16,0.23,1.15
24.25,-101.25,2021,1,1,4.43,5.07,0.69,246.32,77.15,89.29,10.16,0.23,1.15
24.25,-100.75,2021,1,1,4.27,5.04,0.66,258.96,74.86,89.19,9.94,0.22,1.14
24.25,-100.25,2021,1,1,4.27,5.04,0.66,258.96,74.86,89.19,9.94,0.22,1.14
24.25,-99.75,2021,1,1,3.07,4.72,0.48,322.91,55.85,85.18,7.56,0.16,0.85
24.25,-99.25,2021,1,1,3.07,4.72,0.48,322.91,55.85,85.18,7.56,0.16,0.85
24.25,-98.75,2021,1,1,2.22,4.61,0.34,349.13,41.27,84.51,5.82,0.13,0.66
24.25,-98.25,2021,1,1,2.22,4.61,0.34,349.13,41.27,84.51,5.82,0.13,0.66
24.25,-97.75,2021,1,1,2.69,4.27,0.41,359.09,50.15,77.98,6.69,0.14,0.73
24.25,-97.25,2021,1,1,2.69,4.27,0.41,359.09,50.15,77.98,6.69,0.14,0.73
24.75,-106.75,2021,1,1,5.06,5.0,0.78,245.82,89.79,89.32,11.09,0.22,1.08
24.75,-106.25,2021,1,1,5.06,5.0,0.78,245.82,89.79,89.32,11.09,0.22,1.08
