LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
26.25,-106.75,2021,1,1,4.56,4.86,0.74,207.3,79.58,85.37,10.28,0.19,0.91
26.25,-106.25,2021,1,1,4.56,4.86,0.74,207.3,79.58,85.37,10.28,0.19,0.91
26.25,-105.75,2021,1,1,4.74,4.81,0.77,224.75,83.52,85.33,10.59,0.19,0.92
26.25,-105.25,2021,1,1,4.74,4.81,0.77,224.75,83.52,85.33,10.59,0.19,0.92
26.25,-104.75,2021,1,1,4.75,4.74,0.77,245.12,84.64,84.88,10.57,0.19,0.92
26.25,-104.25,2021,1,1,4.75,4.74,0.77,245.12,84.64,84.88,10.57,0.19,0.92
26.25,-103.75,2021,1,1,4.74,4.7,0.77,248.91,84.91,84.77,10.51,0.19,0.93
26.25,-103.25,2021,1,1,4.74,4.7,0.77,248.91,84.91,84.77,10.51,0.19,0.93
26.25,-102.75,2021,1,1,4.74,4.7,0.77,248.22,84.81,84.77,10.51,0.2,0.95
26.25,-102.25,2021,1,1,4.74,4.7,0.77,248.22,84.81,84.77,10.51,0.2,0.95
26.25,-101.75,2021,1,1,4.66,4.61,0.76,253.97,83.29,82.95,10.23,0.19,0.95
26.25,-101.25,2021,1,1,4.66,4.61,0.76,253.97,83.29,82.95,10.23,0.19,0.95
26.75,-109.75,2021,1,1,3.4,4.35,0.55,322.53,62.88,80.66,7.92,0.14,0.69
26.75,-109.25,2021,1,1,3.4,4.35,0.55,322.53,62.88,80.66,7.92,0.14,0.69
26.75,-108.75,2021,1,1,2.8,4.43,0.46,296.65,51.02,80.92,6.58,0.12,0.59
26.75,-108.25,2021,1,1,2.8,4.43,0.46,296.65,51.02,80.92,6.58,0.12,0.59
26.75,-107.75,2021,1,1,3.35,4.73,0.55,259.39,59.45,84.48,7.81,0.14,0.71
26.75,-107.25,2021,1,1,3.35,4.73,0.55,259.39,59.45,84.48,7.81,0.14,0.71
26.75,-106.75,2021,1,1,4.56,4.86,0.74,207.3,79.58,85.37,10.28,0.19,0.91
26.75,-106.25,2021,1,1,4.56,4.86,0.74,207.3,79.58,85.37,10.28,0.19,0.91
26.75,-105.75,2021,1,1,4.74,4.81,0.77,224.75,83.52,85.33,10.59,0.19,0.92
26.75,-105.25,2021,1,1,4.74,4.81,0.77,224.75,83.52,85.33,10.59,0.19,0.92
26.75,-104.75,2021,1,1,4.75,4.74,0.77,245.12,84.64,84.88,10.57,0.19,0.92
26.75,-104.25,2021,1,1,4.75,4.74,0.77,245.12,84.64,84.88,10.57,0.19,0.92
26.75,-103.75,2021,1,1,4.74,4.7,0.77,248.91,84.91,84.77,10.51,0.19,0.93
26.75,-103.25,2021,1,1,4.74,4.7,0.77,248.91,84.91,84.77,10.51,0.19,0.93
26.75,-102.75,2021,1,1,4.74,4.7,0.77,248.22,84.81,84.77,10.51,0.2,0.95
26.75,-102.25,2021,1,1,4.74,4.7,0.77,248.22,84.81,84.77,10.51,0.2,0.95
26.75,-101.75,2021,1,1,4.66,4.61,0.76,253.97,83.29,82.95,10.23,0.19,0.95
26.75,-101.25,2021,1,1,4.66,4.61,0.76,253.97,83.29,82.95,10.23,0.19,0.95
27.25,-109.75,2021,1,1,3.26,4.24,0.55,301.91,59.7,77.78,7.48,0.12,0.62
27.25,-109.25,2021,1,1,3.26,4.24,0.55,301.91,59.7,77.78,7.48,0.12,0.62
27.25,-108.75,2021,1,1,2.02,4.39,0.34,275.02,37.04,78.67,5.12,0.09,0.45
27.25,-108.25,2021,1,1,2.02,4.39,0.34,275.02,37.04,78.67,5.12,0.09,0.45
27.25,-107.75,2021,1,1,2.57,4.6,0.43,261.98,45.98,81.41,6.41,0.12,0.58
27.25,-107.25,2021,1,1,2.57,4.6,0.43,261.98,45.98,81.41,6.41,0.12,0.58
27.25,-106.75,2021,1,1,3.27,4.58,0.55,254.58,57.48,81.13,7.52,0.13,0.64
27.25,-106.25,2021,1,1,3.27,4.58,0.55,254.58,57.48,81.13,7.52,0.13,0.64
27.25,-105.75,2021,1,1,3.93,4.5,0.66,250.03,69.35,79.94,8.8,0.15,0.73
27.25,-105.25,2021,1,1,3.93,4.5,0.66,250.03,69.35,79.94,8.8,0.15,0.73
27.25,-104.75,2021,1,1,4.44,4.49,0.74,241.98,78.48,80.05,9.73,0.16,0.8
27.25,-104.25,2021,1,1,4.44,4.49,0.74,241.98,78.48,80.05,9.73,0.16,0.8
27.25,-103.75,2021,1,1,4.47,4.44,0.75,243.47,79.7,79.86,9.81,0.16,0.82
27.25,-103.25,2021,1,1,4.47,4.44,0.75,243.47,79.7,79.86,9.81,0.16,0.82
27.25,-102.75,2021,1,1,4.5,4.45,0.76,241.75,80.27,79.99,9.89,0.17,0.84
27.25,-102.25,2021,1,1,4.5,4.45,0.76,241.75,80.27,79.99,9.89,0.17,0.84
27.25,-101.75,2021,1,1,4.38,4.34,0.73,259.41,79.13,79.02,9.58,0.16,0.8
27.25,-101.25,2021,1,1,4.38,4.34,0.73,259.41,79.13,79.02,9.58,0.16,0.8
27.75,-109.75,2021,1,1,3.26,4.24,0.55,301.91,59.7,77.78,7.48,0.12,0.62
27.75,-109.25,2021,1,1,3.26,4.24,0.55,301.91,59.7,77.78,7.48,0.12,0.62
27.75,-108.75,2021,1,1,2.02,4.39,0.34,275.02,37.04,78.67,5.12,0.09,0.45
27.75,-108.25,2021,1,1,2.02,4.39,0.34,275.02,37.04,78.67,5.12,0.09,0.45
27.75,-107.75,2021,1,1,2.57,4.6,0.43,261.98,45.98,81.41,6.41,0.12,0.58
27.75,-107.25,2021,1,1,2.57,4.6,0.43,261.98,45.98,81.41,6.41,0.12,0.58
27.75,-106.75,2021,1,1,3.27,4.58,0.55,254.58,57.48,81.13,7.52,0.13,0.64
27.75,-106.25,2021,1,1,3.27,4.58,0.55,254.58,57.48,81.13,7.52,0.13,0.64
27.75,-105.75,2021,1,1,3.93,4.5,0.66,250.03,69.35,79.94,8.8,0.15,0.73
27.75,-105.25,2021,1,1,3.93,4.5,0.66,250.03,69.35,79.94,8.8,0.15,0.73
27.75,-104.75,2021,1,1,4.44,4.49,0.74,241.98,78.48,80.05,9.73,0.16,0.8
27.75,-104.25,2021,1,1,4.44,4.49,0.74,241.98,78.48,80.05,9.73,0.16,0.8
27.75,-103.75,2021,1,1,4.47,4.44,0.75,243.47,79.7,79.86,9.81,0.16,0.82
27.75,-103.25,2021,1,1,4.47,4.44,0.75,243.47,79.7,79.86,9.81,0.16,0.82
27.75,-102.75,2021,1,1,4.5,4.45,0.76,241.75,80.27,79.99,9.89,0.17,0.84
27.75,-102.25,2021,1,1,4.5,4.45,0.76,241.75,80.27,79.99,9.89,0.17,0.84
27.75,-101.75,2021,1,1,4.38,4.34,0.73,259.41,79.13,79.02,9.58,0.16,0.8
27.75,-101.25,2021,1,1,4.38,4.34,0.73,259.41,79.13,79.02,9.58,0.16,0.8
28.25,-109.75,2021,1,1,3.1,4.16,0.54,287.88,56.44,75.43,7.22,0.12,0.57
28.25,-109.25,2021,1,1,3.1,4.16,0.54,287.88,56.44,75.43,7.22,0.12,0.57
28.25,-108.75,2021,1,1,1.78,4.32,0.3,259.3,33.24,76.61,4.72,0.08,0.38
28.25,-108.25,2021,1,1,1.78,4.32,0.3,259.3,33.24,76.61,4.72,0.08,0.38
28.25,-107.75,2021,1,1,2.37,4.47,0.41,249.88,42.59,78.96,5.94,0.1,0.5
28.25,-107.25,2021,1,1,2.37,4.47,0.41,249.88,42.59,78.96,5.94,0.1,0.5
28.25,-106.75,2021,1,1,2.58,4.43,0.45,261.13,46.38,78.71,6.21,0.1,0.52
28.25,-106.25,2021,1,1,2.58,4.43,0.45,261.13,46.38,78.71,6.21,0.1,0.52
28.25,-105.75,2021,1,1,3.74,4.34,0.65,249.52,66.34,77.33,8.4,0.13,0.66
28.25,-105.25,2021,1,1,3.74,4.34,0.65,249.52,66.34,77.33,8.4,0.13,0.66
28.25,-104.75,2021,1,1,3.37,4.33,0.58,249.84,59.84,77.35,7.68,0.12,0.62
28.25,-104.25,2021,1,1,3.37,4.33,0.58,249.84,59.84,77.35,7.68,0.12,0.62
28.25,-103.75,2021,1,1,3.95,4.29,0.68,244.27,70.52,77.29,8.8,0.14,0.7
28.25,-103.25,2021,1,1,3.95,4.29,0.68,244.27,70.52,77.29,8.8,0.14,0.7
28.25,-102.75,2021,1,1,4.21,4.32,0.73,241.92,75.38,78.06,9.39,0.16,0.76
28.25,-102.25,2021,1,1,4.21,4.32,0.73,241.92,75.38,78.06,9.39,0.16,0.76
28.25,-101.75,2021,1,1,4.25,4.21,0.73,250.5,76.59,76.51,9.21,0.15,0.73
28.25,-101.25,2021,1,1,4.25,4.21,0.73,250.5,76.59,76.51,9.21,0.15,0.73
28.75,-109.75,2021,1,1,3.1,4.16,0.54,287.88,56.44,75.43,7.22,0.12,0.57
28.75,-109.25,2021,1,1,3.1,4.16,0.54,287.88,56.44,75.43,7.22,0.12,0.57
28.75,-108.75,2021,1,1,1.78,4.32,0.3,259.3,33.24,76.61,4.72,0.08,0.38
28.75,-108.25,2021,1,1,1.78,4.32,0.3,259.3,33.24,76.61,4.72,0.08,0.38
28.75,-107.75,2021,1,1,2.37,4.47,0.41,249.88,42.59,78.96,5.94,0.1,0.5
28.75,-107.25,2021,1,1,2.37,4.47,0.41,249.88,42.59,78.96,5.94,0.1,0.5
28.75,-106.75,2021,1,1,2.58,4.43,0.45,261.13,46.38,78.71,6.21,0.1,0.52
28.75,-106.25,2021,1,1,2.58,4.43,0.45,261.13,46.38,78.71,6.21,0.1,0.52
28.75,-105.75,2021,1,1,3.74,4.34,0.65,249.52,66.34,77.33,8.4,0.13,0.66
28.75,-105.25,2021,1,1,3.74,4.34,0.65,249.52,66.34,77.33,8.4,0.13,0.66
28.75,-104.75,2021,1,1,3.37,4.33,0.58,249.84,59.84,77.35,7.68,0.12,0.62
28.75,-104.25,2021,1,1,3.37,4.33,0.58,249.84,59.84,77.35,7.68,0.12,0.62
28.75,-103.75,2021,1,1,3.95,4.29,0.68,244.27,70.52,77.29,8.8,0.14,0.7
28.75,-103.25,2021,1,1,3.95,4.29,0.68,244.27,70.52,77.29,8.8,0.14,0.7
28.75,-102.75,2021,1,1,4.21,4.32,0.73,241.92,75.38,78.06,9.39,0.16,0.76
28.75,-102.25,2021,1,1,4.21,4.32,0.73,241.92,75.38,78.06,9.39,0.16,0.76
28.75,-101.75,2021,1,1,4.25,4.21,0.73,250.5,76.59,76.51,9.21,0.15,0.73
28.75,-101.25,2021,1,1,4.25,4.21,0.73,250.5,76.59,76.51,9.21,0.15,0.73
29.25,-109.75,2021,1,1,3.32,4.07,0.59,271.93,58.86,72.8,7.38,0.11,0.53
29.25,-109.25,2021,1,1,3.32,4.07,0.59,271.93,58.86,72.8,7.38,0.11,0.53
29.25,-108.75,2021,1,1,2.65,4.19,0.47,254.24,46.92,73.66,6.3,0.09,0.48
29.25,-108.25,2021,1,1,2.65,4.19,0.47,254.24,46.92,73.66,6.3,0.09,0.48
29.25,-107.75,2021,1,1,2.64,4.28,0.47,247.68,46.59,75.19,6.2,0.09,0.48
29.25,-107.25,2021,1,1,2.64,4.28,0.47,247.68,46.59,75.19,6.2,0.09,0.48
29.25,-106.75,2021,1,1,2.23,4.22,0.4,264.61,39.97,74.62,5.41,0.09,0.43
29.25,-106.25,2021,1,1,2.23,4.22,0.4,264.61,39.97,74.62,5.41,0.09,0.43
29.25,-105.75,2021,1,1,3.25,4.15,0.58,253.1,57.1,73.63,7.24,0.11,0.55
29.25,-105.25,2021,1,1,3.25,4.15,0.58,253.1,57.1,73.63,7.24,0.11,0.55
29.25,-104.75,2021,1,1,3.36,4.13,0.59,248.97,59.21,73.24,7.45,0.11,0.55
29.25,-104.25,2021,1,1,3.36,4.13,0.59,248.97,59.21,73.24,7.45,0.11,0.55
29.25,-103.75,2021,1,1,3.44,4.2,0.61,246.23,60.5,75.11,7.55,0.12,0.57
29.25,-103.25,2021,1,1,3.44,4.2,0.61,246.23,60.5,75.11,7.55,0.12,0.57
29.25,-102.75,2021,1,1,3.83,4.21,0.68,235.16,67.84,75.54,8.34,0.12,0.62
29.25,-102.25,2021,1,1,3.83,4.21,0.68,235.16,67.84,75.54,8.34,0.12,0.62
29.25,-101.75,2021,1,1,4.19,4.18,0.74,237.87,74.73,75.1,8.92,0.13,0.66
29.25,-101.25,2021,1,1,4.19,4.18,0.74,237.87,74.73,75.1,8.92,0.13,0.66
29.75,-109.75,2021,1,1,3.32,4.07,0.59,271.93,58.86,72.8,7.38,0.11,0.53
29.75,-109.25,2021,1,1,3.32,4.07,0.59,271.93,58.86,72.8,7.38,0.11,0.53
29.75,-108.75,2021,1,1,2.65,4.19,0.47,254.24,46.92,73.66,6.3,0.09,0.48
29.75,-108.25,2021,1,1,2.65,4.19,0.47,254.24,46.92,73.66,6.3,0.09,0.48
29.75,-107.75,2021,1,1,2.64,4.28,0.47,247.68,46.59,75.19,6.2,0.09,0.48
29.75,-107.25,2021,1,1,2.64,4.28,0.47,247.68,46.59,75.19,6.2,0.09,0.48
29.75,-106.75,2021,1,1,2.23,4.22,0.4,264.61,39.97,74.62,5.41,0.09,0.43
29.75,-106.25,2021,1,1,2.23,4.22,0.4,264.61,39.97,74.62,5.41,0.09,0.43
29.75,-105.75,2021,1,1,3.25,4.15,0.58,253.1,57.1,73.63,7.24,0.11,0.55
29.75,-105.25,2021,1,1,3.25,4.15,0.58,253.1,57.1,73.63,7.24,0.11,0.55
29.75,-104.75,2021,1,1,3.36,4.13,0.59,248.97,59.21,73.24,7.45,0.11,0.55
29.75,-104.25,2021,1,1,3.36,4.13,0.59,248.97,59.21,73.24,7.45,0.11,0.55
29.75,-103.75,2021,1,1,3.44,4.2,0.61,246.23,60.5,75.11,7.55,0.12,0.57
29.75,-103.25,2021,1,1,3.44,4.2,0.61,246.23,60.5,75.11,7.55,0.12,0.57
29.75,-102.75,2021,1,1,3.83,4.21,0.68,235.16,67.84,75.54,8.34,0.12,0.62
29.75,-102.25,2021,1,1,3.83,4.21,0.68,235.16,67.84,75.54,8.34,0.12,0.62
29.75,-101.75,2021,1,1,4.19,4.18,0.74,237.87,74.73,75.1,8.92,0.13,0.66
29.75,-101.25,2021,1,1,4.19,4.18,0.74,237.87,74.73,75.1,8.92,0.13,0.66
30.25,-109.75,2021,1,1,3.55,4.0,0.65,252.29,62.01,70.83,7.66,0.1,0.52
30.25,-109.25,2021,1,1,3.55,4.0,0.65,252.29,62.01,70.83,7.66,0.1,0.52
30.25,-108.75,2021,1,1,3.26,4.05,0.59,246.61,56.64,71.35,7.2,0.1,0.51
30.25,-108.25,2021,1,1,3.26,4.05,0.59,246.61,56.64,71.35,7.2,0.1,0.51
30.25,-107.75,2021,1,1,3.5,4.04,0.64,249.62,61.42,71.57,7.67,0.11,0.55
30.25,-107.25,2021,1,1,3.5,4.04,0.64,249.62,61.42,71.57,7.67,0.11,0.55
30.25,-106.75,2021,1,1,3.62,4.03,0.66,248.95,63.55,71.57,7.91,0.11,0.56
30.25,-106.25,2021,1,1,3.62,4.03,0.66,248.95,63.55,71.57,7.91,0.11,0.56
30.25,-105.75,2021,1,1,3.9,4.15,0.71,235.72,68.8,73.64,8.55,0.12,0.61
30.25,-105.25,2021,1,1,3.9,4.15,0.71,235.72,68.8,73.64,8.55,0.12,0.61
30.25,-104.75,2021,1,1,3.34,4.17,0.61,233.45,58.48,73.61,7.41,0.11,0.54
30.25,-104.25,2021,1,1,3.34,4.17,0.61,233.45,58.48,73.61,7.41,0.11,0.54
30.25,-103.75,2021,1,1,3.07,4.18,0.56,227.07,53.62,73.77,6.7,0.09,0.48
30.25,-103.25,2021,1,1,3.07,4.18,0.56,227.07,53.62,73.77,6.7,0.09,0.48
30.25,-102.75,2021,1,1,3.72,4.17,0.68,226.9,65.24,73.66,7.89,0.11,0.55
30.25,-102.25,2021,1,1,3.72,4.17,0.68,226.9,65.24,73.66,7.89,0.11,0.55
30.25,-101.75,2021,1,1,3.54,4.14,0.65,238.87,61.99,73.62,7.68,0.11,0.55
30.25,-101.25,2021,1,1,3.54,4.14,0.65,238.87,61.99,73.62,7.68,0.11,0.55
30.75,-109.75,2021,1,1,3.55,4.0,0.65,252.29,62.01,70.83,7.66,0.1,0.52
30.75,-109.25,2021,1,1,3.55,4.0,0.65,252.29,62.01,70.83,7.66,0.1,0.52
30.75,-108.75,2021,1,1,3.26,4.05,0.59,246.61,56.64,71.35,7.2,0.1,0.51
30.75,-108.25,2021,1,1,3.26,4.05,0.59,246.61,56.64,71.35,7.2,0.1,0.51
30.75,-107.75,2021,1,1,3.5,4.04,0.64,249.62,61.42,71.57,7.67,0.11,0.55
30.75,-107.25,2021,1,1,3.5,4.04,0.64,249.62,61.42,71.57,7.67,0.11,0.55
30.75,-106.75,2021,1,1,3.62,4.03,0.66,248.95,63.55,71.57,7.91,0.11,0.56
30.75,-106.25,2021,1,1,3.62,4.03,0.66,248.95,63.55,71.57,7.91,0.11,0.56
30.75,-105.75,2021,1,1,3.9,4.15,0.71,235.72,68.8,73.64,8.55,0.12,0.61
30.75,-105.25,2021,1,1,3.9,4.15,0.71,235.72,68.8,73.64,8.55,0.12,0.61
30.75,-104.75,2021,1,1,3.34,4.17,0.61,233.45,58.48,73.61,7.41,0.11,0.54
30.75,-104.25,2021,1,1,3.34,4.17,0.61,233.45,58.48,73.61,7.41,0.11,0.54
30.75,-103.75,2021,1,1,3.07,4.18,0.56,227.07,53.62,73.77,6.7,0.09,0.48
30.75,-103.25,2021,1,1,3.07,4.18,0.56,227.07,53.62,73.77,6.7,0.09,0.48
30.75,-102.75,2021,1,1,3.72,4.17,0.68,226.9,65.24,73.66,7.89,0.11,0.55
30.75,-102.25,2021,1,1,3.72,4.17,0.68,226.9,65.24,73.66,7.89,0.11,0.55
30.75,-101.75,2021,1,1,3.54,4.14,0.65,238.87,61.99,73.62,7.68,0.11,0.55
30.75,-101.25,2021,1,1,3.54,4.14,0.65,238.87,61.99,73.62,7.68,0.11,0.55
31.25,-109.75,2021,1,1,3.76,3.9,0.71,241.59,65.36,68.46,7.99,0.11,0.54
31.25,-109.25,2021,1,1,3.76,3.9,0.71,241.59,65.36,68.46,7.99,0.11,0.54
31.25,-108.75,2021,1,1,3.75,3.92,0.71,238.93,65.57,69.04,8.12,0.11,0.55
31.25,-108.25,2021,1,1,3.75,3.92,0.71,238.93,65.57,69.04,8.12,0.11,0.55
31.25,-107.75,2021,1,1,3.54,3.91,0.67,245.91,61.98,69.01,7.7,0.11,0.54
31.25,-107.25,2021,1,1,3.54,3.91,0.67,245.91,61.98,69.01,7.7,0.11,0.54
31.25,-106.75,2021,1,1,3.36,3.93,0.63,247.2,58.53,69.02,7.37,0.11,0.52
31.25,-106.25,2021,1,1,3.36,3.93,0.63,247.2,58.53,69.02,7.37,0.11,0.52
31.25,-105.75,2021,1,1,3.53,4.05,0.66,232.67,61.71,71.24,7.77,0.11,0.55
31.25,-105.25,2021,1,1,3.53,4.05,0.66,232.67,61.71,71.24,7.77,0.11,0.55
31.25,-104.75,2021,1,1,3.51,4.06,0.66,226.72,60.65,71.07,7.59,0.11,0.54
31.25,-104.25,2021,1,1,3.51,4.06,0.66,226.72,60.65,71.07,7.59,0.11,0.54
31.25,-103.75,2021,1,1,3.72,4.04,0.7,234.96,64.27,70.81,7.8,0.11,0.55
31.25,-103.25,2021,1,1,3.72,4.04,0.7,234.96,64.27,70.81,7.8,0.11,0.55
31.25,-102.75,2021,1,1,3.18,4.06,0.6,249.54,55.79,72.08,7.1,0.1,0.52
31.25,-102.25,2021,1,1,3.18,4.06,0.6,249.54,55.79,72.08,7.1,0.1,0.52
31.25,-101.75,2021,1,1,1.74,4.0,0.33,281.93,32.66,72.35,4.48,0.07,0.34
31.25,-101.25,2021,1,1,1.74,4.0,0.33,281.93,32.66,72.35,4.48,0.07,0.34
25.25,-109.75,2021,1,2,4.62,4.68,0.73,310.85,84.15,85.8,10.22,0.19,0.94
25.25,-109.25,2021,1,2,4.62,4.68,0.73,310.85,84.15,85.8,10.22,0.19,0.94
25.25,-108.75,2021,1,2,4.78,4.77,0.76,292.86,85.65,85.99,10.33,0.19,0.93
25.25,-108.25,2021,1,2,4.78,4.77,0.76,292.86,85.65,85.99,10.33,0.19,0.93
25.25,-107.75,2021,1,2,4.93,4.9,0.78,263.53,86.53,86.53,10.53,0.2,0.95
25.25,-107.25,2021,1,2,4.93,4.9,0.78,263.53,86.53,86.53,10.53,0.2,0.95
25.25,-106.75,2021,1,2,5.11,5.1,0.81,214.16,87.9,88.22,11.19,0.22,1.06
25.25,-106.25,2021,1,2,5.11,5.1,0.81,214.16,87.9,88.22,11.19,0.22,1.06
25.25,-105.75,2021,1,2,5.09,5.05,0.8,217.52,88.47,88.2,11.23,0.22,1.06
25.25,-105.25,2021,1,2,5.09,5.05,0.8,217.52,88.47,88.2,11.23,0.22,1.06
25.25,-104.75,2021,1,2,5.02,4.98,0.8,233.09,88.38,88.08,11.12,0.21,1.05
25.25,-104.25,2021,1,2,5.02,4.98,0.8,233.09,88.38,88.08,11.12,0.21,1.05
25.25,-103.75,2021,1,2,4.88,4.88,0.77,248.06,86.82,87.21,10.8,0.21,1.04
25.25,-103.25,2021,1,2,4.88,4.88,0.77,248.06,86.82,87.21,10.8,0.21,1.04
25.25,-102.75,2021,1,2,4.8,4.87,0.76,256.4,85.48,87.09,10.67,0.21,1.03
25.25,-102.25,2021,1,2,4.8,4.87,0.76,256.4,85.48,87.09,10.67,0.21,1.03
25.25,-101.75,2021,1,2,4.92,4.88,0.78,243.46,86.91,86.73,10.85,0.22,1.07
25.25,-101.25,2021,1,2,4.92,4.88,0.78,243.46,86.91,86.73,10.85,0.22,1.07
25.75,-109.75,2021,1,2,4.62,4.68,0.73,310.85,84.15,85.8,10.22,0.19,0.94
25.75,-109.25,2021,1,2,4.62,4.68,0.73,310.85,84.15,85.8,10.22,0.19,0.94
25.75,-108.75,2021,1,2,4.78,4.77,0.76,292.86,85.65,85.99,10.33,0.19,0.93
25.75,-108.25,2021,1,2,4.78,4.77,0.76,292.86,85.65,85.99,10.33,0.19,0.93
25.75,-107.75,2021,1,2,4.93,4.9,0.78,263.53,86.53,86.53,10.53,0.2,0.95
25.75,-107.25,2021,1,2,4.93,4.9,0.78,263.53,86.53,86.53,10.53,0.2,0.95
25.75,-106.75,2021,1,2,5.11,5.1,0.81,214.16,87.9,88.22,11.19,0.22,1.06
25.75,-106.25,2021,1,2,5.11,5.1,0.81,214.16,87.9,88.22,11.19,0.22,1.06
25.75,-105.75,2021,1,2,5.09,5.05,0.8,217.52,88.47,88.2,11.23,0.22,1.06
25.75,-105.25,2021,1,2,5.09,5.05,0.8,217.52,88.47,88.2,11.23,0.22,1.06
